User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Location,Age
230522,316931276,10,I Know an Old Lady Who Swallowed a Fly,Mary Ann Hoberman,1980.0,"Little, Brown",http://images.amazon.com/images/P/0316931276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316931276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316931276.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78783,671036505,10,The Vineyard,Barbara Delinsky,2001.0,Pocket Books,http://images.amazon.com/images/P/0671036505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671036505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671036505.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,452281903,10,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000.0,Plume Books,http://images.amazon.com/images/P/0452281903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281903.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,451166892,10,The Pillars of the Earth,Ken Follett,1996.0,Signet Book,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
230522,380002558,10,The Velveteen Rabbit,Margery Williams,1999.0,Avon,http://images.amazon.com/images/P/0380002558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002558.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78783,446518344,10,Seeing a Large Cat (Amelia Peabody Mysteries (Hardcover)),Elizabeth Peters,1997.0,Warner Books Inc,http://images.amazon.com/images/P/0446518344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446518344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446518344.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,441788386,10,Stranger in a Strange Land,Robert A. Heinlein,1991.0,Ace Books,http://images.amazon.com/images/P/0441788386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441788386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441788386.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,440512158,10,"CHILD IS BORN, A",LENNART NILSSON,1986.0,Dell,http://images.amazon.com/images/P/0440512158.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440512158.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440512158.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,440228433,10,One Thousand Paper Cranes: The Story of Sadako and the Children's Peace Statue,Takayuki Ishii,2001.0,Laurel-Leaf Books,http://images.amazon.com/images/P/0440228433.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440228433.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440228433.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,044022425X,10,Drums of Autumn,DIANA GABALDON,1997.0,Dell,http://images.amazon.com/images/P/044022425X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,440215625,10,Dragonfly in Amber,DIANA GABALDON,1993.0,Dell,http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,425192725,10,Q Is for Quarry,Sue Grafton,2003.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,425169863,10,Point of Origin,Patricia Daniels Cornwell,1999.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,425147622,10,The Body Farm,Patricia Daniels Cornwell,1995.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,393324826,10,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2004.0,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393324826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393324826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393324826.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
230522,380432811,10,Bridge to Terabithia,Katherine Paterson,1979.0,Avon Books,http://images.amazon.com/images/P/0380432811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380432811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380432811.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78783,345445848,10,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002.0,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,345423291,10,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345423291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423291.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78783,316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002.0,"Little, Brown",http://images.amazon.com/images/P/0316666343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78778,080411935X,10,Standing in the Rainbow,FANNIE FLAGG,2003.0,Ballantine Books,http://images.amazon.com/images/P/080411935X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411935X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411935X.01.LZZZZZZZ.jpg,"portland, oregon, usa",32
78777,9500703874,10,Historias de Cronopios y de Famas,Julio Cortazar,1995.0,Sudamericana,http://images.amazon.com/images/P/9500703874.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9500703874.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9500703874.01.LZZZZZZZ.jpg,"seattle, washington, usa",32
78783,1558743669,10,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995.0,Health Communications,http://images.amazon.com/images/P/1558743669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg,"chantilly, virginia, usa",49
78797,864427123,10,Lonely Planet Queensland (Lonely Planet Queensland),Joseph Bindloss,2002.0,Lonely Planet Publications,http://images.amazon.com/images/P/0864427123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0864427123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0864427123.01.LZZZZZZZ.jpg,"leeston, canterbury, new zealand",53
230522,141301155,10,Charlie and the Chocolate Factory (Puffin Novels),Roald Dahl,1998.0,Puffin Books,http://images.amazon.com/images/P/0141301155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301155.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78804,595202217,10,Those Beautiful Eyes,Ann Cowart Lutzky,2001.0,Writers Club Press,http://images.amazon.com/images/P/0595202217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595202217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595202217.01.LZZZZZZZ.jpg,"oakland, california, usa",58
78834,345342569,10,Shoeless Joe,W. P. Kinsella,1989.0,Ballantine Books,http://images.amazon.com/images/P/0345342569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342569.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,316776963,10,Me Talk Pretty One Day,David Sedaris,2001.0,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,316769487,10,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,316327301,10,R.E.M. Behind the Mask,Jim Greer,1992.0,Little Brown &amp; Co,http://images.amazon.com/images/P/0316327301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316327301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316327301.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,316286850,10,Making Faces,Kevyn Aucoin,1999.0,"Little, Brown",http://images.amazon.com/images/P/0316286850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316286850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316286850.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
230522,015210531X,10,The Borrowers Avenged,Mary Norton,1984.0,Harcourt,http://images.amazon.com/images/P/015210531X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015210531X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015210531X.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78834,198320264,10,Julius Caesar (Oxford School Shakespeare),William Shakespeare,2001.0,Oxford University Press,http://images.amazon.com/images/P/0198320264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0198320264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0198320264.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,152632247,10,Possum Magic (Voyager Books),Mem Fox,1991.0,Voyager Books,http://images.amazon.com/images/P/0152632247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152632247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152632247.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
230522,015216281X,10,Fish Eyes: A Book You Can Count On,Lois Ehlert,2001.0,Red Wagon Books,http://images.amazon.com/images/P/015216281X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015216281X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015216281X.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78834,142000221,10,Cause Celeb,Helen Fielding,2002.0,Penguin Books,http://images.amazon.com/images/P/0142000221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000221.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
230522,307118398,10,Just Me and My Dad (Golden Look-Look Book),Mercer Mayer,1977.0,Golden Books,http://images.amazon.com/images/P/0307118398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307118398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307118398.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78834,140268863,10,The Odyssey,Robert Fagles,1999.0,Penguin USA (Paper),http://images.amazon.com/images/P/0140268863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140268863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140268863.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,014023828X,10,The Tortilla Curtain,T. Coraghessan Boyle,1996.0,Penguin Books,http://images.amazon.com/images/P/014023828X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,140088393,10,"Son of \It Was a Dark and Stormy Night\"": More of the Best (? from the Bulwer-Lytton Contest)""",Scott Rice,1986.0,Penguin USA,http://images.amazon.com/images/P/0140088393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140088393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140088393.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,70522626,10,Schaum's Outline of Elementary Algebra,Barnett Rich,1992.0,McGraw-Hill Trade,http://images.amazon.com/images/P/0070522626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070522626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070522626.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,64472272,10,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001.0,HarperTempest,http://images.amazon.com/images/P/0064472272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064472272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064472272.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,64434222,10,Donde viven los monstruos,Maurice Sendak,1996.0,Rayo,http://images.amazon.com/images/P/0064434222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064434222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064434222.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,60973277,10,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1990.0,Perennial,http://images.amazon.com/images/P/0060973277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973277.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
230522,307118460,10,Little Monster at Home (Golden Look-Look Book),Mercer Mayer,1978.0,Random House Childrens Books,http://images.amazon.com/images/P/0307118460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307118460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307118460.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78834,60256737,10,A Light in the Attic,Shel Silverstein,1981.0,HarperCollins,http://images.amazon.com/images/P/0060256737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,60256672,10,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974.0,HarperCollins,http://images.amazon.com/images/P/0060256672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256672.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,60097469,10,Dancing in My Nuddy-Pants : Even Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson),Louise Rennison,2003.0,HarperTempest,http://images.amazon.com/images/P/0060097469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060097469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060097469.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78834,44409494,10,Hollywoodn't: A Queer Postcard Book,Laurence Jaugey-Paget,1995.0,HarperSanFrancisco,http://images.amazon.com/images/P/0044409494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0044409494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0044409494.01.LZZZZZZZ.jpg,"honolulu, hawaii, usa",28
78553,767903595,10,Clear Your Clutter With Feng Shui,Karen Kingston,1999.0,Broadway Books,http://images.amazon.com/images/P/0767903595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903595.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,076071102X,10,Ultimate Birthday Book Revealing the Sec,Clare Gibson,0.0,Barnes Noble Books,http://images.amazon.com/images/P/076071102X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076071102X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076071102X.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78297,312966091,10,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg,"deer park, texas, usa",32
78513,60922249,10,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1994.0,Perennial,http://images.amazon.com/images/P/0060922249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060922249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060922249.01.LZZZZZZZ.jpg,"towson, maryland, usa",39
78553,312951914,10,Linda Goodman's Star Signs,Linda Goodman,1988.0,St. Martin's Press,http://images.amazon.com/images/P/0312951914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312951914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312951914.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,312930429,10,The Coelura,Anne McCaffrey,1987.0,St Martins Pr,http://images.amazon.com/images/P/0312930429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312930429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312930429.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,312862938,10,"The Inheritor (\Light\"")""",Marion Zimmer Bradley,1997.0,Tor Books,http://images.amazon.com/images/P/0312862938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312862938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312862938.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,152004556,10,The Gray Whales Are Missing,Robin Thrush,1987.0,Gulliver Books,http://images.amazon.com/images/P/0152004556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152004556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152004556.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,006440188X,10,The Secret Garden,Frances Hodgson Burnett,1998.0,HarperTrophy,http://images.amazon.com/images/P/006440188X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006440188X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006440188X.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,60282347,10,The Fairies: Photographic Evidence of the Existence of Another World,Suza Scalora,1999.0,Joanna Cotler,http://images.amazon.com/images/P/0060282347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060282347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060282347.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,30061091,10,A regency lady's faery bower,Amelia Jane Murray,1985.0,"Holt, Rinehart, and Winston",http://images.amazon.com/images/P/0030061091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030061091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030061091.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78552,385486804,10,Into the Wild,Jon Krakauer,1997.0,Anchor,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,"lawrence, kansas, usa",24
78545,446612545,10,The Beach House,James Patterson,2003.0,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,"southaven, mississippi, usa",19
230522,067978179X,10,Three Plays: Blithe Spirit/Hay Fever/Private Lives,Noel Coward,1999.0,Vintage Books USA,http://images.amazon.com/images/P/067978179X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067978179X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067978179X.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78518,375727345,10,House of Sand and Fog,Andre Dubus III,2000.0,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg,"kansas city, missouri, usa",32
230522,688149006,10,Freight Train Board Book (Caldecott Collection),Donald Crews,1996.0,Greenwillow,http://images.amazon.com/images/P/0688149006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688149006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688149006.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78553,743424123,10,The Troll King,John Vornholt,2002.0,Aladdin,http://images.amazon.com/images/P/0743424123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743424123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743424123.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
230522,689707495,10,Cloudy With a Chance of Meatballs,Judi Barrett,1982.0,Aladdin Library,http://images.amazon.com/images/P/0689707495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689707495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689707495.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78496,786866462,10,A Density of Souls,Christopher Rice,2000.0,Miramax,http://images.amazon.com/images/P/0786866462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866462.01.LZZZZZZZ.jpg,"hampton, illinois, usa",32
78490,3257228694,10,Pas de deux.,Philippe Djian,1996.0,Diogenes Verlag,http://images.amazon.com/images/P/3257228694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257228694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257228694.01.LZZZZZZZ.jpg,"wuppertal, nordrhein-westfalen, germany",38
230522,689710682,10,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,1986.0,Aladdin,http://images.amazon.com/images/P/0689710682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710682.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78471,99928205,10,"Loves Music, Loves to Dance",Mary Higgins Clark,1991.0,Arrow,http://images.amazon.com/images/P/0099928205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099928205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099928205.01.LZZZZZZZ.jpg,"wichita, kansas, usa",32
78469,1892065428,10,Chains of Freedom,Selina Rosen,2001.0,Meisha Merlin Pub,http://images.amazon.com/images/P/1892065428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1892065428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1892065428.01.LZZZZZZZ.jpg,"centerville, georgia, usa",32
78469,1885173857,10,Sparrow's Flight: A Fantasy,Curtis Craddock,2000.0,Write Way Publishing,http://images.amazon.com/images/P/1885173857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1885173857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1885173857.01.LZZZZZZZ.jpg,"centerville, georgia, usa",32
78469,1587219085,10,The Last Gate,Elizabeth A. Merz,2000.0,1stBooks Library,http://images.amazon.com/images/P/1587219085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587219085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587219085.01.LZZZZZZZ.jpg,"centerville, georgia, usa",32
78469,886778247,10,"Green Rider (Daw Book Collectors, No 1102)",Kristen Britain,1998.0,Daw Books,http://images.amazon.com/images/P/0886778247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886778247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886778247.01.LZZZZZZZ.jpg,"centerville, georgia, usa",32
78469,756400473,10,"The Eyes of God (Daw Books Collectors, No. 1208)",John Marco,2002.0,Daw Books,http://images.amazon.com/images/P/0756400473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0756400473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0756400473.01.LZZZZZZZ.jpg,"centerville, georgia, usa",32
78469,671721046,10,The Deed of Paksenarrion,Elizabeth Moon,1992.0,Baen,http://images.amazon.com/images/P/0671721046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671721046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671721046.01.LZZZZZZZ.jpg,"centerville, georgia, usa",32
78553,316573973,10,Fairy Wings: A Story,Lauren A. Mills,1995.0,Little Brown and Company,http://images.amazon.com/images/P/0316573973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316573973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316573973.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,345254767,10,Tolkien: A Look Behind,Carter,1976.0,Not Avail,http://images.amazon.com/images/P/0345254767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345254767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345254767.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,345272579,10,The Hobbit,J. R. R. Tolkien,1977.0,Ballantine Books,http://images.amazon.com/images/P/0345272579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345272579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345272579.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,345274644,10,Get Off the Unicorn,McCaffrey,1977.0,Not Avail,http://images.amazon.com/images/P/0345274644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345274644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345274644.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,345315324,10,Princess Bride,William Goldman,1984.0,Del Rey Books,http://images.amazon.com/images/P/0345315324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345315324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345315324.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,345298748,10,Moreta: Dragonlady of Pern,Anne McCaffrey,1983.0,Ballantine Books,http://images.amazon.com/images/P/0345298748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345298748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345298748.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,345295250,10,White Dragon,Anne McCaffrey,1979.0,Del Rey Books,http://images.amazon.com/images/P/0345295250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345295250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345295250.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
